"...1","...2","game_str","play_id","timestamp","p_field_x","p_field_y","c_field_x","c_field_y","1b_field_x","1b_field_y","2b_field_x","2b_field_y","3b_field_x","3b_field_y","ss_field_x","ss_field_y","lf_field_x","lf_field_y","cf_field_x","cf_field_y","rf_field_x","rf_field_y","bat_field_x","bat_field_y","run1b_field_x","run1b_field_y","run2b_field_x","run2b_field_y","run3b_field_x","run3b_field_y","ball_position_x","ball_position_y","ball_position_z","at_bat.x","play_per_game","event_player","event_code","home_team","away_team","at_bat.y","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner","team_bat","team_fld","game_play","ball_pos_x_3","ball_pos_x_2","ball_pos_y_2","ball_pos_y_3","ball_pos_z_2","ball_pos_z_3","timestamp3","timestamp2","ball_distance_xy","ball_distance_delta","time_diff","exit_velo","launch_angle","spray_angle","to_base","""game_play""","binary","what_to_track","catch","ball_height","next_ball_position_x","next_ball_position_y","next_ball_position_z","fielder_col_name_x","fielder_col_name_y","current_fielder_pos_x","current_fielder_pos_y","current_fielding_pos_z","fielder_dist_from_ball","momentumx","momentumy","binary2"
28743,645963,"1902_30_TeamMF_TeamA2",181,6159979,-7.5315,39.0933,-1.5531,4.6164,70.0533,69.7476,0.006,128.2851,-40.4748,57.4923,-80.6178,111.615,-156.6741,199.4364,-1.6722,274.1634,127.6938,206.0142,59.856,71.4933,NA,NA,-62.5194,62.5272,-0.966,2.9049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_30_TeamMF_TeamA2 181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6317002205026,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-156.6741,199.4364,6,NA,-0.79079999999999,1.17090000000002,1
28998,653942,"1902_31_TeamMF_TeamA2",117,3406596,5.0229,58.5243,-0.8706,-4.1139,73.995,82.0662,26.5704,133.6536,-74.8569,92.8623,-27.798,140.9514,-193.3857,245.5008,-50.109,262.2348,108.9141,236.7762,48.3933,36.5574,NA,NA,-60.1368,62.5704,NA,NA,-197.7402,252.2784,4.02465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_31_TeamMF_TeamA2 117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2087202583956,"game_play",0,"LF",NA,"air",-197.4369,252.6699,2.683998,"lf_field_x","lf_field_y",-193.3857,245.5008,6,8.05590044687742,-0.0545999999999935,0.721499999999992,0
29225,657250,"1902_31_TeamMF_TeamA2",234,7544196,0.5091,33.2103,-0.1836,1.3902,47.0163,65.8749,25.6515,142.5858,-56.535,84.9294,-8.007,132.9999,-122.1939,247.7565,27.9192,302.8122,62.7624,261.9822,43.7694,31.935,9.3492,124.3287,-60.2391,62.5056,NA,NA,53.0793,235.0017,0.01395753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_31_TeamMF_TeamA2 234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5356018338278,"game_play",0,"RF",NA,"ground",53.4231,236.6019,0.00860034,"rf_field_x","rf_field_y",62.7624,261.9822,6,28.6654810854449,2.0877,1.43190000000004,0
29544,690263,"1903_01_TeamNE_TeamA2",204,6639798,-8.7834,49.032,-1.731,0.5625,61.4727,89.1879,0.9846,128.3523,-71.0397,83.643,-66.0234,133.4223,-177.9771,242.0313,-34.4649,296.7351,103.2879,237.996,53.4894,44.7189,NA,NA,-60.8868,62.5134,-29.5128,28.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6070407766375,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-177.9771,242.0313,6,NA,1.81290000000001,0.627600000000001,0
29925,692749,"1903_01_TeamNE_TeamA2",220,7049097,0.0417,55.0722,-0.6618,-3.3474,64.5312,86.3913,23.3175,157.4496,-74.2083,95.8377,-38.1291,137.8815,-104.9019,279.3912,32.9289,299.5008,113.5431,262.2324,17.9634,10.3164,12.3114,121.1373,-60.4116,62.4396,NA,NA,76.2,311.406,58.5603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3098625631302,"game_play",0,"RF",NA,"air",77.3124,311.874,55.9656,"rf_field_x","rf_field_y",113.5431,262.2324,6,61.745850504872,0.79140000000001,-1.5924,0
30268,694510,"1903_01_TeamNE_TeamA2",230,7474336,3.5721,56.0079,-0.2385,-2.4642,59.2962,62.7378,-36.6483,149.0709,-62.3148,71.9103,-8.1801,176.6916,-90.9213,259.356,-12.1788,275.4762,133.185,238.6311,49.0521,49.3785,NA,NA,-61.3983,62.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4958758885052,"game_play",0,"C",NA,"fielder has it",NA,NA,NA,"c_field_x","c_field_y",-0.2385,-2.4642,6,NA,0.033,-0.1776,0
30627,697571,"1903_01_TeamNE_TeamA2",249,8144896,-15.51,43.422,0.2943,-6.3246,43.0695,75.6549,12.519,170.9793,-69.6966,76.533,-18.771,161.2134,-105.4383,259.6935,55.6518,352.5354,100.2561,318.9885,56.2575,46.4799,-1.6935,125.1576,-61.4625,62.8512,NA,NA,58.6542,343.674,13.09965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8430661675621,"game_play",0,"just ball",NA,"fielder has it",57.9819,340.347,13.32459,NA,NA,NA,NA,6,NA,NA,NA,0
30628,697572,"1903_01_TeamNE_TeamA2",249,8144929,-15.6708,43.1982,0.2988,-6.33,42.8271,75.5274,12.6129,171.1524,-69.7032,76.4025,-18.306,161.6007,-105.3465,259.2648,56.2773,353.0601,100.1541,319.6011,56.6982,47.2527,-2.439,125.1909,-61.3791,62.1498,NA,NA,57.9819,340.347,13.32459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9614309694082,"game_play",0,"just ball",NA,"fielder has it",57.3117,337.044,13.52646,NA,NA,NA,NA,6,NA,NA,NA,0
31039,706346,"1903_01_TeamNE_TeamA2",310,10343424,7.2078,54.2505,-0.7035,-5.2539,68.2239,80.7207,28.5126,125.8473,-68.6109,65.1912,-7.1511,136.7772,-128.4831,239.7483,9.0255,301.4307,148.4286,247.8297,12.8466,10.089,6.9171,121.9686,-60.8118,62.6496,NA,NA,236.6868,227.2821,0.1058508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9036175546865,"game_play",0,"RF",NA,"ground",236.4135,227.1387,0.0984165,"rf_field_x","rf_field_y",148.4286,247.8297,6,90.6185065701262,-1.59899999999999,0.964799999999997,0
31040,706347,"1903_01_TeamNE_TeamA2",310,10343457,7.2027,54.2403,-0.708,-5.2398,68.343,80.6094,28.293,125.8908,-68.7012,65.0832,-7.1106,136.869,-128.4537,239.6298,9.0198,301.4283,148.9326,247.3644,13.4064,10.4529,6.3915,122.3526,-61.0701,62.1051,NA,NA,236.4135,227.1387,0.0984165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_01_TeamNE_TeamA2 310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.254569954917,"game_play",0,"RF",NA,"ground",236.1402,226.9956,0.0909819,"rf_field_x","rf_field_y",148.9326,247.3644,6,89.7885672304665,-1.53149999999999,1.1412,0
31456,711096,"1903_02_TeamNE_TeamA2",20,535275,10.1097,23.6478,0.6804,3.2814,27.5514,79.749,12.2496,128.9901,-48.8463,61.7232,-54.3225,133.722,-119.8884,264.3174,-36.5403,263.9085,83.1408,237.3741,49.3677,42.7548,NA,NA,-61.3851,62.4798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_02_TeamNE_TeamA2 20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4071244994161,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",-36.5403,263.9085,6,NA,-0.173999999999999,2.9196,0
31658,760522,"1903_04_TeamNC_TeamA1",30,1006019,13.2405,21.2961,-0.9795,2.8746,66.9888,84.9756,51.2448,141.6726,-44.1075,83.4387,-7.7328,132.9267,-136.2375,203.913,-54.4179,301.1562,105.7524,248.238,41.7546,31.5579,NA,NA,-61.4472,62.5659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_04_TeamNC_TeamA1 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9469718629827,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-136.2375,203.913,6,NA,-0.899999999999977,2.96939999999998,0
32501,827866,"1903_06_TeamND_TeamA2",212,7127024,-7.0425,45.1365,-0.093,-6.2544,62.7153,88.1745,54.3846,148.4205,-65.0997,76.6875,-36.1683,132.4245,-122.7447,214.7145,-3.2961,295.635,169.6347,243.9342,43.4262,35.3142,NA,NA,-60.6555,62.8638,NA,NA,164.1327,224.8056,9.28506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_06_TeamND_TeamA2 212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9062998287929,"game_play",0,"just ball",NA,"fielder has it",158.8227,221.6997,9.7941,NA,NA,NA,NA,6,NA,NA,NA,0
33141,850295,"1903_07_TeamND_TeamA2",205,6438873,4.7988,42.258,-1.5051,-5.2785,59.808,80.0124,82.3572,150.3708,-49.8897,74.4336,-4.0881,136.3278,-126.4461,232.7928,-0.123,281.6655,165.9741,231.636,47.3787,35.1921,NA,NA,-61.1181,62.3562,-5.5332,5.7279,161.1156,203.4231,0.442002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_07_TeamND_TeamA2 205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8952083564287,"game_play",0,"RF",NA,"ground",162.1056,204.6246,0.312249,"rf_field_x","rf_field_y",165.9741,231.636,6,28.6281810225519,-3.70769999999999,1.6584,0
33389,859820,"1903_07_TeamND_TeamA2",312,10337023,4.3182,53.3976,-0.5736,-4.0143,53.2335,85.4181,17.4174,140.5338,-67.9899,80.1858,-58.4838,148.0572,-148.2168,263.7117,-39.1662,305.6892,102.2415,210.1476,48.525,33.8319,NA,NA,-59.7717,62.2446,-30.8436,28.4496,-137.5248,243.8274,78.6672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_07_TeamND_TeamA2 312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5623046268227,"game_play",0,"LF",NA,"air",-139.0341,245.5809,77.1933,"lf_field_x","lf_field_y",-148.2168,263.7117,6,22.5766306274874,3.66480000000001,-2.33580000000001,0
33692,877522,"1903_08_TeamNJ_TeamB",147,5069617,-17.745,16.6569,2.9421,4.5186,28.5981,71.4996,28.764,127.4859,-63.0639,80.8062,-16.665,130.6188,-134.4468,246.5883,3.4527,301.2687,109.9983,209.0427,50.8176,43.4796,4.7484,123.7107,-60.6777,62.5239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_08_TeamNJ_TeamB 147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0099301589553,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",109.9983,209.0427,6,NA,1.0098,2.10599999999999,0
33925,907505,"1903_09_TeamNJ_TeamB",220,8560015,-3.6231,23.1612,1.2201,2.4144,41.9787,75.7746,26.8656,139.6332,-51.6327,69.2892,-23.0928,147.0933,-124.035,238.7649,-9.6303,258.6303,86.3727,266.9307,49.4967,37.5498,NA,NA,-60.2961,62.7261,NA,NA,-10.32642,7.34016,4.21866,61,223,"C","ball acquired","TeamB","TeamNJ",61,8,"Bottom",5480,3020,6266,3033,6201,4557,3428,6878,7518,1144,0,2925,0,"TeamB","TeamNJ","1903_09_TeamNJ_TeamB 220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8106194124667,"game_play",0,"C",NA,"fielder has it",NA,NA,NA,"c_field_x","c_field_y",1.2201,2.4144,6,12.5532958097864,NA,NA,0
34177,910958,"1903_09_TeamNJ_TeamB",257,9927265,-27.3336,21.996,-1.8543,3.3831,61.3329,63.2394,6.7854,127.8114,0.0669,33.3582,-55.335,76.4691,-121.3269,243.4383,-15.3585,283.4559,116.262,216.2649,74.3826,73.5021,NA,NA,-58.3239,62.5344,NA,NA,101.2464,84.036,-0.573558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_09_TeamNJ_TeamB 257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6231220116953,"game_play",0,"just ball",NA,"fielder has it",101.7579,84.3309,-0.580356,NA,NA,NA,NA,6,NA,NA,NA,0
34557,915896,"1903_10_TeamNJ_TeamB",15,541739,-7.2858,37.1115,-0.6375,-2.8221,37.6005,70.0074,-0.9681,129.984,-62.9292,72.2337,-17.2371,173.5062,-105.0036,281.3382,-68.0655,324.4065,116.7048,247.2363,59.2158,63.471,NA,NA,-61.7442,62.1345,NA,NA,-71.5251,314.001,-0.1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_10_TeamNJ_TeamB 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.847249873787,"game_play",0,"CF",NA,"ground",-71.8458,315.411,-0.16065,"cf_field_x","cf_field_y",-68.0655,324.4065,6,10.9655488877666,3.1125,-0.930900000000008,0
34791,938317,"1903_10_TeamNJ_TeamB",245,8577772,1.7916,30.9006,0.0993,-0.7623,43.1574,65.256,11.1564,152.6025,-62.4696,76.8918,-25.0749,144.1332,-120.6174,264.363,18.3378,264.3723,111.9024,244.569,52.0209,43.6119,NA,NA,-61.3995,62.7408,NA,NA,17.74002,244.6452,-0.83097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_10_TeamNJ_TeamB 245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2809124234175,"game_play",0,"CF",NA,"ground",17.83032,246.5586,-0.819588,"cf_field_x","cf_field_y",18.3378,264.3723,6,19.7361550292452,0.0822000000000003,3.12599999999998,0
35051,951390,"1903_11_TeamNC_TeamA1",124,9545986,-9.9648,44.7822,-0.2673,1.8846,52.4667,97.2075,39.4806,187.8639,-65.8143,74.7138,3.4599,147.7047,-130.1688,209.0442,48.9039,329.3805,111.9153,313.9314,59.7189,55.4943,NA,NA,-60.5565,62.6091,NA,NA,123.4644,327.033,-0.995457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_11_TeamNC_TeamA1 124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19152914296226,"game_play",0,"RF",NA,"ground",124.2696,328.299,-1.005372,"rf_field_x","rf_field_y",111.9153,313.9314,6,17.4652120906103,-1.98990000000001,-3.82529999999997,0
35440,956352,"1903_11_TeamNC_TeamA1",166,10998236,17.6037,-19.0041,0.0324,2.2737,15.4599,84.9309,-60.9426,131.8818,-51.0708,66.1833,-96.0888,167.9544,-187.7274,293.7402,-99.5289,297.3309,109.737,217.6602,29.394,111.8715,-21.5829,117.657,-60.5862,62.7201,NA,NA,-136.6869,221.7177,17.80122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_11_TeamNC_TeamA1 166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0587166757876,"game_play",0,"just ball",NA,"fielder has it",-133.8633,218.0826,17.78976,NA,NA,NA,NA,6,NA,NA,NA,0
35755,959745,"1903_11_TeamNC_TeamA1",197,12096786,7.3461,2.1582,0.6522,4.5648,48.2586,103.887,36.7659,195.0225,-66.9264,70.5972,17.082,157.3653,-127.9908,203.6358,114.3159,351.5631,129.4104,342.303,28.9128,105.9204,-43.5108,102.0528,-60.2931,62.3634,-28.6539,27.3228,70.2357,262.8672,16.17459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_11_TeamNC_TeamA1 197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7812735938787,"game_play",0,"just ball",NA,"fielder has it",67.2942,258.5163,16.20456,NA,NA,NA,NA,6,NA,NA,NA,0
36010,965935,"1903_11_TeamNC_TeamA1",253,14158986,-2.955,34.5102,1.6869,1.0959,57.0894,89.2536,2.6064,139.2816,-71.9538,89.4258,-69.9783,141.2472,-180.6444,254.6139,16.8261,273.2175,112.3389,219.5781,48.7113,36.291,-6.8832,125.5695,-60.6021,62.1912,NA,NA,-211.2594,270.2037,-0.341973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1903_11_TeamNC_TeamA1 253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2908835904468,"game_play",0,"LF",NA,"ground",-210.9282,270.0264,-0.429354,"lf_field_x","lf_field_y",-180.6444,254.6139,6,34.355786834826,3.7929,-1.91220000000001,0
